Price,Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
Ticker,,DBC,GLD,IEI,SPY,TLT
0,,,,,,
1,2014-01-02,23.280611038208008,118.0,102.64852142333984,152.19625854492188,79.52635192871094
2,2014-01-03,23.13332176208496,119.29000091552734,102.5716552734375,152.1713104248047,79.52635192871094
3,2014-01-06,23.160938262939453,119.5,102.73397827148438,151.73037719726562,79.86100769042969
4,2014-01-07,23.14252471923828,118.81999969482422,102.81936645507812,152.66221618652344,80.06338500976562
5,2014-01-08,22.921594619750977,118.12000274658203,102.43496704101562,152.69549560546875,79.84546661376953
6,2014-01-09,22.73748779296875,118.45999908447266,102.56311798095703,152.7953338623047,80.31249237060547
7,2014-01-10,22.88477325439453,120.26000213623047,103.0757064819336,153.2113800048828,81.26985931396484
8,2014-01-13,22.875568389892578,121.0199966430664,103.2551040649414,151.17283630371094,81.67463684082031
9,2014-01-14,22.875568389892578,119.88999938964844,102.98174285888672,152.8203125,81.30098724365234
10,2014-01-15,22.940006256103516,119.66000366210938,102.88777160644531,153.64398193359375,81.2154312133789
11,2014-01-16,22.90318489074707,119.79000091552734,103.0244369506836,153.4443359375,81.76021575927734
12,2014-01-17,22.930801391601562,120.93000030517578,103.1354751586914,152.7953338623047,82.10272216796875
13,2014-01-21,22.986034393310547,119.69999694824219,103.00733184814453,153.24464416503906,82.16503143310547
14,2014-01-22,23.09650230407715,119.19000244140625,102.83647155761719,153.34445190429688,81.96261596679688
15,2014-01-23,23.078088760375977,121.79000091552734,103.238037109375,152.08807373046875,83.1224136352539
16,2014-01-24,23.08729362487793,122.29000091552734,103.44312286376953,148.84312438964844,83.65951538085938
17,2014-01-27,22.930801391601562,120.95999908447266,103.3234634399414,148.1109161376953,83.07567596435547
18,2014-01-28,23.041269302368164,120.94999694824219,103.46012878417969,148.992919921875,83.27802276611328
19,2014-01-29,23.022855758666992,122.47000122070312,103.67371368408203,147.5618438720703,83.96306610107422
20,2014-01-30,22.930801391601562,119.7699966430664,103.63101959228516,149.12600708007812,83.72174072265625
21,2014-01-31,22.90318489074707,120.08999633789062,103.86170196533203,148.25238037109375,84.28216552734375
22,2014-02-03,22.90318489074707,121.31999969482422,104.16781616210938,144.91590881347656,85.30912780761719
23,2014-02-04,23.078088760375977,120.98999786376953,104.04808807373047,145.93104553222656,84.40387725830078
24,2014-02-05,23.12411880493164,121.29000091552734,103.87711334228516,145.74798583984375,83.62356567382812
25,2014-02-06,23.216169357299805,121.23999786376953,103.77452087402344,147.6699981689453,83.26461791992188
26,2014-02-07,23.483129501342773,122.16999816894531,103.98822021484375,149.50045776367188,83.3348159790039
27,2014-02-10,23.3542537689209,122.91999816894531,103.96257019042969,149.7750244140625,83.5689697265625
28,2014-02-11,23.473922729492188,124.36000061035156,103.7231674194336,151.4141082763672,83.0850830078125
29,2014-02-12,23.519948959350586,124.43000030517578,103.57780456542969,151.4890899658203,82.65593719482422
30,2014-02-13,23.648828506469727,125.48999786376953,103.84286499023438,152.27110290527344,83.12410736083984
31,2014-02-14,23.73167610168457,127.1500015258789,103.81721496582031,153.1115264892578,83.17093658447266
32,2014-02-18,24.07227897644043,127.4000015258789,103.99679565429688,153.29457092285156,83.35820007324219
33,2014-02-19,24.136716842651367,126.2699966430664,103.87711334228516,152.27951049804688,83.00708770751953
34,2014-02-20,24.182743072509766,127.5999984741211,103.75735473632812,153.1780548095703,82.80418395996094
35,2014-02-21,24.118305206298828,127.58000183105469,103.78301239013672,153.00331115722656,83.2411880493164
36,2014-02-24,24.21956443786621,128.99000549316406,103.74028015136719,153.8520050048828,83.03047180175781
37,2014-02-25,24.109100341796875,129.2100067138672,103.91128540039062,153.79379272460938,83.77182006835938
38,2014-02-26,24.04466438293457,128.11000061035156,104.0652084350586,153.8021240234375,84.21660614013672
39,2014-02-27,23.971019744873047,128.1999969482422,104.09938049316406,154.60914611816406,84.67704010009766
40,2014-02-28,24.05386734008789,127.62000274658203,104.0138931274414,155.00022888183594,84.723876953125
41,2014-03-03,24.385263442993164,130.2899932861328,104.2731704711914,153.91029357910156,85.28945922851562
42,2014-03-04,24.293209075927734,128.67999267578125,103.89662170410156,156.07357788085938,84.00653076171875
43,2014-03-05,24.090688705444336,128.88999938964844,103.93087768554688,156.21502685546875,84.18647003173828
44,2014-03-06,24.311620712280273,130.1699981689453,103.75115966796875,156.57275390625,83.35726165771484
45,2014-03-07,24.201154708862305,129.08999633789062,103.47725677490234,156.6393585205078,82.83313751220703
46,2014-03-10,23.998634338378906,129.1300048828125,103.52011108398438,156.55609130859375,82.95050811767578
47,2014-03-11,24.00783920288086,129.86000061035156,103.58002471923828,155.78233337402344,83.16950988769531
48,2014-03-12,23.943401336669922,131.75999450683594,103.72545623779297,155.823974609375,83.74840545654297
49,2014-03-13,23.832937240600586,132.2100067138672,104.01644897460938,154.07666015625,84.87488555908203
50,2014-03-14,23.961814880371094,133.10000610351562,104.0250473022461,153.64398193359375,84.8905258178711
51,2014-03-17,23.694854736328125,131.63999938964844,103.8110580444336,155.03350830078125,84.2568130493164
52,2014-03-18,23.814525604248047,130.6199951171875,103.96512603759766,156.14012145996094,84.56192016601562
53,2014-03-19,23.805320739746094,128.08999633789062,103.28047943115234,155.30807495117188,83.90484619140625
54,2014-03-20,23.694854736328125,127.86000061035156,103.24620819091797,156.21502685546875,83.75617218017578
55,2014-03-21,23.71326446533203,128.47000122070312,103.23768615722656,155.60906982421875,84.66366577148438
56,2014-03-24,23.704059600830078,126.18000030517578,103.14347839355469,154.9656219482422,85.2659683227539
57,2014-03-25,23.860551834106445,126.41000366210938,103.13497161865234,155.70101928710938,84.94524383544922
58,2014-03-26,23.84214210510254,125.41000366210938,103.42591857910156,154.58120727539062,85.61016845703125
59,2014-03-27,24.05386734008789,124.58999633789062,103.39167022705078,154.25526428222656,86.04037475585938
60,2014-03-28,24.063072204589844,124.55999755859375,103.20344543457031,155.01576232910156,85.5553970336914
61,2014-03-31,24.04466438293457,123.61000061035156,103.30614471435547,156.2860565185547,85.34420013427734
62,2014-04-01,23.75008773803711,123.38999938964844,103.25730895996094,157.3223419189453,84.61483764648438
63,2014-04-02,23.694854736328125,124.31999969482422,102.983154296875,157.84884643554688,84.12859344482422
64,2014-04-03,23.888168334960938,123.91999816894531,102.99169158935547,157.63986206054688,84.49715423583984
65,2014-04-04,23.998634338378906,125.56999969482422,103.39434051513672,155.77626037597656,85.0618667602539
66,2014-04-07,23.943401336669922,124.91000366210938,103.5057373046875,154.05470275878906,85.57164764404297
67,2014-04-08,24.21956443786621,126.08999633789062,103.59998321533203,154.68983459472656,85.77554321289062
68,2014-04-09,24.28400421142578,126.31999969482422,103.77133178710938,156.35293579101562,85.35203552246094
69,2014-04-10,24.293209075927734,127.01000213623047,103.95977020263672,153.0685577392578,86.1441650390625
70,2014-04-11,24.182743072509766,126.93000030517578,104.04547882080078,151.6896209716797,86.84210968017578
71,2014-04-14,24.403675079345703,127.8499984741211,103.91694641113281,152.88470458984375,86.61469268798828
72,2014-04-15,24.422086715698242,125.48999786376953,103.90836334228516,153.93771362304688,87.15582275390625
73,2014-04-16,24.46811294555664,125.54000091552734,103.7370376586914,155.55062866210938,87.26561737060547
74,2014-04-17,24.523344039916992,124.75,103.37721252441406,155.767822265625,86.3088150024414
75,2014-04-21,24.440494537353516,124.23999786376953,103.4714584350586,156.3111114501953,86.2382583618164
76,2014-04-22,24.431293487548828,123.77999877929688,103.36864471435547,157.02145385742188,86.5284423828125
77,2014-04-23,24.412879943847656,123.76000213623047,103.51435089111328,156.6537628173828,87.02251434326172
78,2014-04-24,24.56016731262207,124.55999755859375,103.48001861572266,156.97128295898438,87.18724060058594
79,2014-04-25,24.458908081054688,125.43000030517578,103.58280181884766,155.68434143066406,87.31269836425781
80,2014-04-28,24.37605857849121,124.87999725341797,103.5057373046875,156.1773681640625,86.8891830444336
81,2014-04-29,24.440494537353516,124.86000061035156,103.565673828125,156.90451049804688,86.7715835571289
82,2014-04-30,24.311620712280273,124.22000122070312,103.81414031982422,157.37245178222656,87.13232421875
83,2014-05-01,24.127511978149414,123.80000305175781,103.92559814453125,157.38916015625,88.06710815429688
84,2014-05-02,24.19194984436035,125.05999755859375,103.87419891357422,157.1634979248047,88.60958862304688
85,2014-05-05,24.136716842651367,126.22000122070312,103.84845733642578,157.46438598632812,88.07491302490234
86,2014-05-06,24.155126571655273,125.9800033569336,103.86560821533203,156.09385681152344,88.42869567871094
87,2014-05-07,24.21956443786621,124.16999816894531,103.98567962646484,157.01309204101562,88.1142349243164
88,2014-05-08,24.145919799804688,124.16999816894531,104.13145446777344,156.84597778320312,87.73686218261719
89,2014-05-09,24.02625274658203,124.0999984741211,104.13998413085938,157.0800018310547,87.4538803100586
90,2014-05-12,24.081483840942383,124.94000244140625,104.00279235839844,158.6093292236328,87.1001205444336
91,2014-05-13,24.19194984436035,124.5999984741211,104.18289184570312,158.75140380859375,87.85485076904297
92,2014-05-14,24.302413940429688,125.80999755859375,104.42301177978516,157.9992218017578,88.80608367919922
93,2014-05-15,24.155126571655273,124.7699966430664,104.57735443115234,156.61195373535156,89.5136489868164
94,2014-05-16,24.182743072509766,124.5,104.49161529541016,157.1551971435547,89.26207733154297
95,2014-05-19,24.16433334350586,124.58000183105469,104.5087661743164,157.73184204101562,88.60166931152344
96,2014-05-20,24.210359573364258,124.69000244140625,104.6802749633789,156.7373046875,88.79825592041016
97,2014-05-21,24.25638771057129,124.38999938964844,104.61170959472656,158.05775451660156,88.25577545166016
98,2014-05-22,24.27480125427246,124.66999816894531,104.50015258789062,158.4421844482422,88.12995910644531
99,2014-05-23,24.33003044128418,124.51000213623047,104.59452056884766,159.07730102539062,88.60166931152344
100,2014-05-27,24.127511978149414,121.8499984741211,104.64601135253906,160.05511474609375,89.12055969238281
101,2014-05-28,24.136716842651367,121.19999694824219,104.88605499267578,159.93809509277344,90.22120666503906
102,2014-05-29,24.145919799804688,120.94000244140625,104.80885314941406,160.76539611816406,89.74166870117188
103,2014-05-30,23.961814880371094,120.43000030517578,104.71455383300781,161.02450561523438,89.70232391357422
104,2014-06-02,23.93419647216797,119.69999694824219,104.45963287353516,161.2083282470703,89.03547668457031
